,species,tribe,subtribe,genus,Argentina,Belize,Bolivia,Brazil,Canada,CaymanIslands,Chile,Colombia,Costa Rica,Cuba,Dominican Republic,Ecuador,El Salvador,French Guiana,Guadeloupe,Guatemala,Grenada,Guyana,Haiti,Honduras,Jamaica,Martinica,Mexico,Nicaragua,Panama,Paraguay,PuertoRico,Peru,Suriname,TrinidadTobago,Uruguay,USA,Venezuela,VirginIslands,act.di,act.noct,act.crep,hs.canopy,hs.floor,b.tsmbf,b.tsdbf,b.tsgss,b.mangrove,b.fgs,b.dxs,b.tscf,b.tgss,b.tcforest,b.tbmforest,b.montane,mh.flfs,mh.ab,mh.bwa,mh.tttr,mh.th,mh.tt,mh.cr,mh.ca,mh.fwsl,mh.ma,mh.ada,mh.oihd,exta,peri,intra,wild,semi.domestic,domestic,bites.man,bites.mammals,order.notes,seas.wint,seas.summ,lifespan,gonotrophic,cl.size,citations,labrum.length,Labrumepipharynx.length,labruml_wingl,A3_wingl,no.lat.teeth,no.ven.teeth,no.cib.teeth,dental.depth,wing.length,wingl_wingw,wing.width,A3,temp,temp.range,temp.var,rainfall,elevation,flii,wind.speed,canopy,ghm,tree.cover,crops.cover,grass.cover,shrub.cover,urban.cover,water.perm.cover,water.seas.cover,evi,ecoregion.breadth,synarthropy,max.shape,hypo.teeth
211,Pintomyia (Pifanomyia) monticola,Phlebotomini,Lutzomyiina,Pintomyia,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,,,1,,,1,0,"man, chicken",,,,,,0,,,,,,,,,,,,,21.68209229,17.35300346,5.787320058,96.13669307,571.1304348,3419.2,1.052098857,13,0.359833667,49.66956522,3.486956522,28.05217391,12.67826087,5.47826087,0,0,4188.195652,4,,spear,spiculate
212,Pintomyia (Pifanomyia) moralesi,Phlebotomini,Lutzomyiina,Pintomyia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,Pintomyia (Pifanomyia) nadiae,Phlebotomini,Lutzomyiina,Pintomyia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,Pintomyia (Pifanomyia) nevesi,Phlebotomini,Lutzomyiina,Pintomyia,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,,1,1,,1,,,,,,,,0,,,,,,,,,,,,,25.30790482,16.45449066,1.30023445,165.2747542,242.75,0,0.562580284,11.375,0.343493664,41.625,0.8,28.625,10.075,18.875,0,0,4309.367935,3,,,
215,Pintomyia (Pifanomyia) novoae,Phlebotomini,Lutzomyiina,Pintomyia,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,Pintomyia (Pifanomyia) odax,Phlebotomini,Lutzomyiina,Pintomyia,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,25.86647949,15.66165161,0.745132574,159.5332623,145,,0.446764731,0,0.596605301,8.6,3.2,46.2,11,31,0,0,4070.530435,1,,,
217,Pintomyia (Pifanomyia) oresbia,Phlebotomini,Lutzomyiina,Pintomyia,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,Pintomyia (Pifanomyia) orestes,Phlebotomini,Lutzomyiina,Pintomyia,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,0,0.27,,0.15,0.15,5.5,25.5,,0.11,1.83,3.2,,,,,,,,,,,,,,,,,,,,,,sabre,rough
219,Pintomyia (Pifanomyia) ottolinai,Phlebotomini,Lutzomyiina,Pintomyia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Pintomyia (Pifanomyia) ovallesi,Phlebotomini,Lutzomyiina,Pintomyia,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.28,,0.16,0.11,8,22,,0.11,1.7,3.2,,,,,,,,,,,,,,,,,,,,,,spear,spiculate
221,Pintomyia (Pifanomyia) pacae,Phlebotomini,Lutzomyiina,Pintomyia,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,1,,,,,,,,,,,0,0.26,,0.14,0.11,6,38,,0.11,1.91,3.3,,,26.3975647,12.43147583,1.426701349,197.3290354,102.8,5071.333333,1.508834003,17.8,0.289004681,92.32,0,4.56,1.92,1.2,0,0,4534.308696,2,,spear,spiculate
222,Pintomyia (Pifanomyia) pia,Phlebotomini,Lutzomyiina,Pintomyia,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,man,,,,,,2,,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,Pintomyia (Pifanomyia) piedraferroi,Phlebotomini,Lutzomyiina,Pintomyia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
224,Pintomyia (Pifanomyia) quasitownsendi,Phlebotomini,Lutzomyiina,Pintomyia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,Pintomyia (Pifanomyia) reclusa,Phlebotomini,Lutzomyiina,Pintomyia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.385,,,,3.5,29,4,,2.553,3.167493797,0.806,,,,,,,,,,,,,,,,,,,,,,
226,Pintomyia (Pifanomyia) robusta,Phlebotomini,Lutzomyiina,Pintomyia,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,16.5972229,13.47377014,0.655144558,216.844961,1682,7363,0.402258169,14.5,0.264656052,61.6,3,19.5,15.9,0,0,0,3605.658696,2,,,
227,Pintomyia (Pifanomyia) sauroida,Phlebotomini,Lutzomyiina,Pintomyia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,Pintomyia (Pifanomyia) serrana,Phlebotomini,Lutzomyiina,Pintomyia,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,,1,0,,1,,man,,,,,,2,,,,,,,,,,,,,25.45598755,16.52846273,1.102363471,141.7213645,340.7777778,2609.25,0.859741436,19.44444444,0.237979869,51.68888889,1.244444444,26.28888889,13.88888889,6.888888889,0,0,4643.982126,2,,,
229,Pintomyia (Pifanomyia) spinicrassa,Phlebotomini,Lutzomyiina,Pintomyia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,1,1,1,1,1,1,,man,1,1,,,,0,,,,,,,,,,,,,19.32686768,13.89294434,0.500791023,125.263527,1305,7942,0.981377176,18,0.339911699,95.6,0,3,1.4,0,0,0,4901.834783,1,64.14,,
230,Pintomyia (Pifanomyia) suapiensis,Phlebotomini,Lutzomyiina,Pintomyia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.267,,,,,4,,2.32,2.795180723,0.83,0.335,,,,,,,,,,,,,,,,,,,,,
231,Pintomyia (Pifanomyia) tihuiliensis,Phlebotomini,Lutzomyiina,Pintomyia,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.389,,,,,4,,2.2,2.894736842,0.76,0.32,,,,,,,,,,,,,,,,,,,,,
232,Pintomyia (Pifanomyia) tocaniensis,Phlebotomini,Lutzomyiina,Pintomyia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.305,,,,,4,,2.31,2.851851852,0.81,0.285,,,,,,,,,,,,,,,,,,,,,
233,Pintomyia (Pifanomyia) torrealbai,Phlebotomini,Lutzomyiina,Pintomyia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,Pintomyia (Pifanomyia) torresi,Phlebotomini,Lutzomyiina,Pintomyia,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,Pintomyia (Pifanomyia) torvida,Phlebotomini,Lutzomyiina,Pintomyia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,Pintomyia (Pifanomyia) townsendi,Phlebotomini,Lutzomyiina,Pintomyia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,Pintomyia (Pifanomyia) valderramai,Phlebotomini,Lutzomyiina,Pintomyia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,Pintomyia (Pifanomyia) verrucarum,Phlebotomini,Lutzomyiina,Pintomyia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,,,,1,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,2,0.35,,0.13,0.13,6,23,,0.13,2.37,3.5,,,12.47720666,13.28691805,0.423769166,160.2475007,2484.038462,7304.666667,0.471496268,7.576923077,0.371084194,14.43076923,8.623076923,43.87692308,19.00769231,8.084615385,0,0.692307692,2689.347324,4,,spear,spiculate
239,Pintomyia (Pifanomyia) youngi,Phlebotomini,Lutzomyiina,Pintomyia,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,Pintomyia (Pintomyia) bianchigalatiae,Phlebotomini,Lutzomyiina,Pintomyia,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,1,,,,,,,1,,,,,,,,7,0.258,,,,,,4,,2.192,3.266766021,0.671,0.268,,,,,,,,,,,,,,,,,,,,,
241,Pintomyia (Pintomyia) christenseni,Phlebotomini,Lutzomyiina,Pintomyia,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,,,,,,,,,5,0.17,,,,,,4.5,,1.76,3.450980392,0.51,,25.18365043,16.77970232,2.834481146,129.197253,225.4,4149,0.975907261,7.742857143,0.552517161,17.64705882,12.14705882,25.45294118,7.864705882,35.55882353,0.829411765,0.511764706,3256.420716,5,,,
242,Pintomyia (Pintomyia) damascenoi,Phlebotomini,Lutzomyiina,Pintomyia,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,,,,,,,,,,,,,,1,0.21,,0.12,0.17,5.2,13.8,4,0.08,1.8,3.5,,,26.42744558,11.95431519,1.522693148,163.5526752,132,6151.5,2.093627638,6.842105263,0.672084091,24.10588235,2.223529412,11.61176471,2.952941176,59.05882353,0,0.588235294,2716.225146,7,,spear,spiculate
243,Pintomyia (Pintomyia) fischeri,Phlebotomini,Lutzomyiina,Pintomyia,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,,,,1,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,,,,,,5,,30,0.37,,0.17,0.12,6,25,4,0.11,2.14,3.1,,,21.40402247,17.49803034,5.551142527,100.2928843,540,2720,1.162756727,12.08333333,0.468458006,41.24583333,7.133333333,27.00833333,11.24583333,11.60416667,1.191666667,0.258333333,3893.644022,10,,spear,spiculate
244,Pintomyia (Pintomyia) gibsoni,Phlebotomini,Lutzomyiina,Pintomyia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
245,Pintomyia (Pintomyia) kuscheli,Phlebotomini,Lutzomyiina,Pintomyia,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,0,,0.243,,,,,3.5,,1.93,3.015625,0.64,0.262,,,,,,,,,,,,,,,,,,,,,
246,Pintomyia (Pintomyia) mamedei,Phlebotomini,Lutzomyiina,Pintomyia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,28,1,,,,,,,,,,,,,23.0223938,16.82424927,2.651754725,99.79631007,906,,1.242266375,0,0.87869525,0,0,0,0,100,0,0,2006.643478,1,,,
247,Pintomyia (Pintomyia) pessoai,Phlebotomini,Lutzomyiina,Pintomyia,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,,man,,,,,,20,0.38,,0.16,0.12,7,25,4,0.12,2.31,3.1,,,20.86166111,20.44814724,10.47475548,118.4544903,517.8333333,5372.5,1.250331422,7.555555556,0.40995532,36.73333333,8.733333333,26.53333333,13.66666667,11.11111111,2.244444444,3.911111111,3503.616908,4,,spear,spiculate
248,Pintomyia diamantinensis,Phlebotomini,Lutzomyiina,Pintomyia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,Pintomyia maracayensis,Phlebotomini,Lutzomyiina,Pintomyia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,Pintomyia naiffi,Phlebotomini,Lutzomyiina,Pintomyia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,25.16268311,16.62728882,0.834998113,159.5386118,303,0,0.675920723,33,0.081956811,77.2,0,19,3.8,0,0,0,5383.391304,1,,,
251,Pintomyia nuneztovari,Phlebotomini,Lutzomyiina,Pintomyia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,1,1,,1,1,1,,,,,,,,1,,,,,,,,,,,,,20.00723419,14.69889832,0.565037549,154.6393707,1034.25,7586,0.721803033,14.5,0.298855733,66.2,0,24.05,9.75,0,0,0,4640.156522,3,,,
252,Pintomyia rangeliana,Phlebotomini,Lutzomyiina,Pintomyia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,"bats, armadillos",,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,Pressatia calcarata,Phlebotomini,Lutzomyiina,Pressatia,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,,1,1,,,,,,,,,,1,,,,,,,4,,,,,,25.6318807,15.98353068,0.775087753,159.5350454,197.6666667,0,0.523150062,11,0.425055804,31.46666667,2.133333333,37.13333333,8.6,20.66666667,0,0,4508.150725,1,,,
254,Pressatia camposi,Phlebotomini,Lutzomyiina,Pressatia,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.22,,0.12,0.12,4,19,4,0.08,1.81,3.2,,,,,,,,,,,,,,,,,,,,,,spear,spiculate
255,Pressatia choti,Phlebotomini,Lutzomyiina,Pressatia,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,,1,0,,,1,armadillo,,,,,,6,0.25,,0.13,0.13,5,24,4,0.09,1.92,3.2,,,25.26240184,13.0672226,1.633375126,151.9628058,144.75,4670,1.635243075,14.04166667,0.409498408,36.00833333,5.025,22.65,7.891666667,28.29166667,0,0.416666667,3824.464484,9,,spear,spiculate
256,Pressatia duncanae,Phlebotomini,Lutzomyiina,Pressatia,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,1,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,Pressatia dysponeta,Phlebotomini,Lutzomyiina,Pressatia,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,1,0.24,,0.12,0.12,4,23,4,0.08,1.92,3.4,,,25.5392395,6.775695801,0.214605781,277.8655887,206,88,2.008400786,25,0.326099962,58,0,19.4,22.6,0,0,0,4879.234783,1,,sabre,rough
258,Pressatia equatorialis,Phlebotomini,Lutzomyiina,Pressatia,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,0,0.28,,0.12,0.13,7,27,4,0.12,2.24,3,,,24.18239746,16.76161194,3.975030034,86.08605526,108,,1.110572059,7.25,0.73265399,18.75,11.2,35.65,11.25,22.75,0,2.5,2472.059783,2,,sabre,rough
259,Pressatia triacantha,Phlebotomini,Lutzomyiina,Pressatia,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,,1,,,,,,,,,,,1,0.26,,0.13,0.13,4.5,25.5,4,0.09,1.95,3.2,,,25.22091064,14.74494425,0.614132178,158.1835846,296.6666667,2022,0.684561761,24.33333333,0.230987258,38,0.4,36.33333333,9.8,15.33333333,0,0,4314.42029,2,,spear,spiculate
260,Pressatia trispinosa,Phlebotomini,Lutzomyiina,Pressatia,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,,1,,,,,,,,,,,0,,,,,,,4,,,,,,26.50096029,9.810577393,0.743783691,198.3635624,79.66666667,0,2.125741186,8.333333333,0.546453928,74.4,0,17,8.6,0,0,0,2236.150564,2,,,
261,Sciopemyia fluviatilis,Phlebotomini,Lutzomyiina,Sciopemyia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,,1,,,,,,,,,,,0,0.19,,0.09,0.21,10,20,,0.08,2.12,3.3,,,26.80967102,9.069534302,1.181800594,167.2237739,56,4706,3.298056292,5,0.440698594,90.4,0,5.7,2.4,1.5,0,0,4606.652174,2,,spear,smooth
262,Sciopemyia microps,Phlebotomini,Lutzomyiina,Sciopemyia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1,0,1,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,Sciopemyia nematoducta,Phlebotomini,Lutzomyiina,Sciopemyia,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,25.16809998,16.47538757,0.805764492,161.654003,301.5,0,0.665187824,27.5,0.123080578,48.3,0,40.8,10.9,0,0,0,5090.558696,1,,,
264,Sciopemyia pennyi,Phlebotomini,Lutzomyiina,Sciopemyia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,,,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,Sciopemyia preclara,Phlebotomini,Lutzomyiina,Sciopemyia,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,1,0,,,,,,,,,,1,,,,,,,,,,,,,23.35272369,15.11817169,0.934474686,158.429605,369,1223,0.640626288,23.75,0.2038556,49.9,12.9,23.45,12.75,0,0,0,4326.401087,2,,,
