"","species","Argentina","Belize","Bolivia","Brazil","Canada","CaymanIslands","Chile","Colombia","Costa.Rica","Cuba","Dominican.Republic","Ecuador","El.Salvador","French.Guiana","Guadeloupe","Guatemala","Grenada","Guyana","Haiti","Honduras","Jamaica","Martinica","Mexico","Nicaragua","Panama","Paraguay","PuertoRico","Peru","Suriname","TrinidadTobago","Uruguay","USA","Venezuela","VirginIslands","hs.canopy","hs.floor","b.tsmbf","b.tsdbf","b.tsgss","b.mangrove","b.fgs","b.dxs","b.tscf","b.tgss","b.tcforest","b.tbmforest","b.montane","mh.flfs","mh.ab","mh.bwa","mh.tttr","mh.th","mh.tt","mh.cr","mh.ca","mh.fwsl","mh.ma","mh.ada","mh.oihd","peri","intra","wild","semi.domestic","domestic","bites.man","bites.mammals","labruml_wingl","A3_wingl","no.lat.teeth","wing.length","wingl_wingw","wing.width","temp","temp.range","flii","canopy","ghm","evi","tribe_Hertigiini","tribe_Phlebotomini","subtribe_Brumptomyiina","subtribe_Hertigiina","subtribe_Lutzomyiina","subtribe_Psychodopygina","subtribe_Sergentomyiina","genus_Bichromomyia","genus_Brumptomyia","genus_Dampfomyia","genus_Deanemyia","genus_Evandromyia","genus_Expapillata","genus_Hertigia","genus_Lutzomyia","genus_Martinsmyia","genus_Micropygomyia","genus_Migonemyia","genus_Nyssomyia","genus_Oligodontomyia","genus_Pintomyia","genus_Pressatia","genus_Psathyromyia","genus_Psychodopygus","genus_Sciopemyia","genus_Trichophoromyia","genus_Trichopygomyia","genus_Viannamyia","genus_Warileya","maxshape_sabre","maxshape_spear","hypoteeth_rough","hypoteeth_smooth","hypoteeth_spiculate","log.citations","log.labrum.length","log.no.ven.teeth","log.no.cib.teeth","log.dental.depth","log.temp.var","log.rainfall","log.elevation","log.wind.speed","log.tree.cover","log.crops.cover","log.grass.cover","log.urban.cover","log.shrub.cover","log.water.perm.cover","log.water.seas.cover","log.ecoregion.breadth"
"259","Pressatia equatorialis",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,0.12,0.13,7,2.24,3,NA,24.18239746,16.76161194,NA,7.25,0.73265399,2472.059783,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,-6.90775527898214,-1.26940060964839,3.29587390235551,1.3865443298751,-2.1119647333854,1.38028384258874,4.45535905471837,4.68214048634061,0.105775282730071,2.93124708432758,2.4160030600296,3.57377719695778,3.12460910047488,2.42045701358893,-6.90775527898214,0.916690651895482,0.693647055601596
"260","Pressatia triacantha",0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,NA,NA,0.13,0.13,4.5,1.95,3.2,NA,25.22091064,14.74494425,2022,24.33333333,0.230987258,4314.42029,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.000999500333083423,-1.34323487165944,3.23871766708174,1.3865443298751,-2.39689577246529,-0.485918110691147,5.06376260810785,5.69261254495127,-0.377516687758107,3.63761247516961,-0.913793851675568,3.59276311602632,2.73009432286835,2.28248442128704,-6.90775527898214,-6.90775527898214,0.693647055601596
"261","Pressatia trispinosa",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.50096029,9.810577393,0,8.333333333,0.546453928,2236.150564,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-6.90775527898214,NA,NA,1.3865443298751,NA,-0.294661450412624,5.29010656196138,4.37786381552772,0.754590848513558,4.30946938260893,-6.90775527898214,2.83327216585559,-6.90775527898214,2.15187847556934,-6.90775527898214,-6.90775527898214,0.693647055601596
"262","Sciopemyia fluviatilis",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,NA,NA,1,NA,NA,NA,NA,0.09,0.21,10,2.12,3.3,NA,26.80967102,9.069534302,4706,5,0.440698594,4606.652174,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,-6.90775527898214,-1.65548185093551,2.99578227230403,NA,-2.5133061243097,0.167885011194233,5.11933885893299,4.02536954771857,1.1936364554534,4.50425532928385,-6.90775527898214,1.74064159804944,0.406131552651325,0.875885317239116,-6.90775527898214,-6.90775527898214,0.693647055601596
"263","Sciopemyia microps",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.09894556645823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","Sciopemyia nematoducta",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.16809998,16.47538757,0,27.5,0.123080578,5090.558696,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-6.90775527898214,NA,NA,NA,NA,-0.214723484777877,5.08546445327494,5.70877333291133,-0.406183630183336,3.87745226437795,-6.90775527898214,3.70870659091368,-6.90775527898214,2.38885452814622,-6.90775527898214,-6.90775527898214,0.000999500333083423
"265","Sciopemyia pennyi",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-6.90775527898214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","Sciopemyia preclara",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.35272369,15.11817169,1223,23.75,0.2038556,4326.401087,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.000999500333083423,NA,NA,NA,NA,-0.0667011929606662,5.06531667410086,5.91079935406395,-0.443749250700607,3.91004104263683,2.557304827743,3.1549131379063,-6.90775527898214,2.5456096999014,-6.90775527898214,-6.90775527898214,0.693647055601596
"267","Sciopemyia servulolimai",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,1.94,3.403508772,0.57,26.57782898,11.29396057,6787,5,0.327435419,4645.102174,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.693647055601596,NA,NA,1.3865443298751,NA,0.465655207298021,5.0004467547537,4.94521460618619,0.981052188284811,4.37953603570557,-6.90775527898214,2.3979861777573,-6.90775527898214,2.21931217380022,-6.90775527898214,-6.90775527898214,0.693647055601596
"268","Sciopemyia sordellii",1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,25.40251777,16.41126865,3851.62069,8.691729323,0.486578576,3542.133508,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.94449160936039,NA,NA,NA,NA,0.858360415205622,4.90956242075617,5.83067196837356,-0.293929677489524,3.12845182334828,2.56918156900659,3.20150262296691,3.4265702444559,1.99917394966963,-0.0295062472625815,-0.859068619090805,2.19733568227495
"269","Sciopemyia vattierae",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.32491455,17.17248535,NA,36,0.053757805,5208.03913,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.693647055601596,NA,NA,NA,NA,0.00695032741871494,5.16430194422861,5.60212251090979,-0.424714657580085,4.60518018593809,-6.90775527898214,-6.90775527898214,-6.90775527898214,-6.90775527898214,-6.90775527898214,-6.90775527898214,0.000999500333083423
"270","Trichopygomyia conviti",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.000999500333083423,NA,NA,1.3865443298751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","Trichopygomyia dasypodogeton",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0.1,0.11,2,1.98,3.3,NA,25.64271698,15.09980447,3474.333333,9.964285714,0.435914638,3501.463509,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,-6.90775527898214,-1.65548185093551,2.83327216585559,1.3865443298751,-2.64507540194082,0.124498793499239,4.99346739680866,5.9053645728465,-0.464623192191941,2.87442786632737,3.17928521479949,2.98573244147566,3.35018976085199,1.5137762423243,1.52160541929358,-0.474126402608555,1.3865443298751
"272","Trichopygomyia depaquiti",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,26.65670166,13.46420288,2625,0,0.457289308,4032.447826,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.000999500333083423,NA,NA,NA,NA,0.779670367570903,5.099760152665,4.41885265591679,0.648062356306934,4.39198934168809,-6.90775527898214,2.43370107085158,1.09894556645823,1.5688242295488,-6.90775527898214,-6.90775527898214,0.000999500333083423
"273","Trichopygomyia elegans",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-6.90775527898214,NA,NA,1.3865443298751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","Trichopygomyia ferroae",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-6.90775527898214,NA,NA,1.3865443298751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","Trichopygomyia gantieri",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2.02,3.15625,0.64,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-6.90775527898214,NA,NA,1.3865443298751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","Trichopygomyia longispina",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0.1,0.12,3.6,1.92,3,NA,23.12099609,14.76287842,7582,7,0.479856019,2905.606441,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.693647055601596,-1.65548185093551,2.86795571861183,1.3865443298751,-2.64507540194082,1.72136316034768,5.00758101319209,5.88239624024676,0.533625884841776,3.72088671274892,3.28094880906598,2.8792546354953,1.5042995943108,2.23012192126033,-6.90775527898214,-6.90775527898214,1.09894556645823
"277","Trichopygomyia martinezi",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-6.90775527898214,NA,NA,1.3865443298751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","Trichopygomyia pinna",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-6.90775527898214,NA,NA,1.3865443298751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","Trichopygomyia ratcliffei",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-6.90775527898214,NA,NA,1.3865443298751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","Trichopygomyia rondoniensis",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-6.90775527898214,NA,NA,1.3865443298751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","Trichopygomyia trichopyga",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,0,1,0.1,0.11,5,1.75,3.1,NA,26.65670166,13.46420288,2625,0,0.457289308,4032.447826,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.000999500333083423,-1.70925824771631,2.77265122028674,1.3865443298751,-2.79688141480883,0.779670367570903,5.099760152665,4.41885265591679,0.648062356306934,4.39198934168809,-6.90775527898214,2.43370107085158,1.09894556645823,1.5688242295488,-6.90775527898214,-6.90775527898214,0.000999500333083423
"282","Trichopygomyia triramula",0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.09,0.11,2.8,2.16,3.1,NA,24.83247274,8.968699137,3289.5,15.33333333,0.257920194,4198.538694,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.000999500333083423,-1.60445037092306,3.05404835037683,1.3865443298751,-2.5133061243097,-0.953037551626709,5.73575441504,6.02988606286308,0.107625473403383,4.36946051061476,-6.90775527898214,2.27222897297915,-6.90775527898214,2.42489121737801,-6.90775527898214,-6.90775527898214,1.09894556645823
"283","Trichopygomyia turelli",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-6.90775527898214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","Trichopygomyia wagleyi",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-6.90775527898214,NA,NA,1.3865443298751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","Trichopygomyia witoto",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.000999500333083423,NA,NA,1.3865443298751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","Bichromomyia flaviscutellata",0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,NA,1,1,0,0,1,0.12,0.14,10.6,2.26,3.6,NA,26.01308432,13.00697049,4796.627451,14.28389831,0.407848735,3816.797888,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17809549614658,-1.30563645810244,3.14419538119161,1.87195601122233,-2.1982250776698,0.347022473067875,5.13751013537612,5.26425294385097,0.262781226757401,3.73011685162242,1.43734640293338,3.02500906953065,3.11946166078896,1.96882789076908,1.20486814808606,-0.426308488980511,3.73769342752374
"287","Bichromomyia inornata",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.09310303,15.2585144,NA,0,0.733276308,2598.978261,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.90775527898214,NA,NA,NA,NA,-0.396608709539211,5.10860117410203,4.8520380763891,-0.94382718384524,-6.90775527898214,-6.90775527898214,-6.90775527898214,4.60518018593809,-6.90775527898214,-6.90775527898214,-6.90775527898214,0.000999500333083423
"288","Bichromomyia olmeca bicolor",0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000999500333083423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","Bichromomyia olmeca nociva",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09894556645823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","Bichromomyia olmeca olmeca",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79192612200738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","Bichromomyia reducta",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.32491455,17.17248535,NA,36,0.053757805,5208.03913,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000999500333083423,NA,NA,NA,NA,0.00695032741871494,5.16430194422861,5.60212251090979,-0.424714657580085,4.60518018593809,-6.90775527898214,-6.90775527898214,-6.90775527898214,-6.90775527898214,-6.90775527898214,-6.90775527898214,0.000999500333083423
"292","Martinsmyia alphabetica",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,0.17,0.15,10,2.87,3.1,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.000999500333083423,-0.731888008876376,3.13553769324487,NA,-1.82635091399767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","Martinsmyia brisolai",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30268508799438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
